,name,latitude_deg,longitude_deg,iso_country,iata_code
27683,Al Massira Airport,30.322478,-9.412003,MA,AGA
27685,Tan Tan Airport,28.4482002,-11.1612997,MA,TTA
27688,Bouarfa Airport,32.5143056,-1.9830556,MA,UAR
27689,Fes Saïss International Airport,33.927299,-4.97796,MA,FEZ
27691,Moulay Ali Cherif Airport,31.9475002,-4.3983302,MA,ERH
27692,Bassatine Airport,33.8791008,-5.51512,MA,MEK
27694,Oujda Angads Airport,34.789558,-1.926041,MA,OUD
27697,Smara Airport,26.731987,-11.683655,EH,SMW
27701,Rabat-Salé Airport,34.051498,-6.75152,MA,RBA
27703,Dakhla Airport,23.7183,-15.932,EH,VIL
27704,Essaouira-Mogador Airport,31.397499,-9.68167,MA,ESU
27706,Hassan I Airport,27.142467,-13.224947,EH,EUN
27707,Mohammed V International Airport,33.3675003,-7.5899701,MA,CMN
27711,Nador Al Aaroui International Airport,34.9888,-3.02821,MA,NDR
27712,Menara Airport,31.6068993,-8.0362997,MA,RAK
27713,Kenitra Air Base,34.298901,-6.59588,MA,NNA
27714,Ouarzazate Airport,30.9391003,-6.90943,MA,OZZ
27715,Golog Maqên Airport,34.418066,100.301144,CN,GMQ
27717,Cherif Al Idrissi Airport,35.1771011,-3.83952,MA,AHU
27718,Sania Ramel Airport,35.594299,-5.32002,MA,TTU
27719,Tangier Ibn Battuta Airport,35.731741,-5.921459,MA,TNG
27727,Blaise Diagne International Airport,14.67,-17.073333,SN,DSS
27730,Ziguinchor Airport,12.5556,-16.281799,SN,ZIG
27731,Cap Skirring Airport,12.39533,-16.748,SN,CSK
27732,Kaolack Airport,14.1469002,-16.0513,SN,KLC
27733,Léopold Sédar Senghor International Airport,14.7397,-17.4902,SN,DKR
27734,Ouro Sogui Airport,15.5936,-13.3228,SN,MAX
27737,Saint Louis Airport,16.049814,-16.461039,SN,XLS
27738,Bakel Airport,14.8472996,-12.4682999,SN,BXE
27739,Kédougou Airport,12.5723,-12.2202997,SN,KGG
27741,Tambacounda Airport,13.7368002,-13.6531,SN,TUD
27759,Nouakchott–Oumtounsy International Airport,18.31,-15.9697222,MR,NKC
27762,Atar International Airport,20.5067997,-13.0431995,MR,ATR
27764,Nouadhibou International Airport,20.9330997,-17.0300007,MR,NDB
27899,Conakry International Airport,9.57689,-13.612,GN,CKY
27914,Amílcar Cabral International Airport,16.7414,-22.9494,CV,SID
27916,Rabil Airport,16.1364994,-22.8889008,CV,BVC
27918,Maio Airport,15.1559,-23.2136993,CV,MMO
27920,Praia International Airport,14.9245005,-23.4934998,CV,RAI
27922,Preguiça Airport,16.588852,-24.284132,CV,SNE
27923,São Pedro Airport,16.8332,-25.0553,CV,VXE
27956,Addis Ababa Bole International Airport,8.97789,38.799301,ET,ADD
27959,Arba Minch Airport,6.03939,37.5905,ET,AMH
27960,Axum Airport,14.1468,38.7728,ET,AXU
27962,Bahir Dar Airport,11.6081,37.321602,ET,BJR
27970,Aba Tenna Dejazmach Yilma International Airport,9.6246996,41.8541985,ET,DIR
27975,Gambela Airport,8.12876,34.563099,ET,GMB
27976,Gondar Airport,12.5199,37.433998,ET,GDQ
27977,Gode Airport,5.9351301,43.5786018,ET,GDE
27979,Harar Meda Airport,8.7163,39.0059,ET,QHR
27981,Wilwal International Airport,9.3325,42.9121,ET,JIJ
27982,Jimma Airport,7.66609,36.8166008,ET,JIM
27983,Kebri Dahar Airport,6.732577,44.241339,ET,ABK
27985,Hawassa International Airport,7.099869,38.396187,ET,AWA
27989,Alula Aba Nega Airport,13.4674,39.533501,ET,MQX
28003,Asosa Airport,10.0185003,34.5862999,ET,ASO
28009,Bujumbura Melchior Ndadaye International Airport,-3.32402,29.318501,BI,BJM
28023,Egal International Airport,9.513207,44.082389,SO,HGA
28024,Berbera Airport,10.385035,44.936723,SO,BBO
28026,Kismayo Airport,-0.377353,42.459202,SO,KMU
28027,Aden Adde International Airport,2.0144401,45.3046989,SO,MGQ
28036,Djibouti-Ambouli Airport,11.5473,43.1595,DJ,JIB
28074,El Alamein International Airport,30.930326,28.463076,EG,DBB
28075,El Arish International Airport,31.078565,33.836791,EG,AAC
28076,Asyut International Airport,27.050818,31.016309,EG,ATZ
28079,Borj El Arab International Airport,30.93249,29.696437,EG,HBE
28080,Abu Simbel Airport,22.367657,31.609962,EG,ABS
28082,Cairo International Airport,30.111534,31.396694,EG,CAI
28083,Capital International Airport,30.074293,31.84296,EG,CCE
28087,Hurghada International Airport,27.176776,33.796692,EG,HRG
28089,El Jora Airport,31.078138,34.153131,EG,EGH
28093,Luxor International Airport,25.674629,32.700012,EG,LXR
28094,Marsa Alam International Airport,25.555548,34.59245,EG,RMF
28095,Marsa Matruh International Airport,31.338225,27.217577,EG,MUH
28099,Port Said International Airport,31.279285,32.240582,EG,PSD
28100,Saint Catherine International Airport,28.684601,34.062681,EG,SKV
28101,Suhaj Mubarak International Airport,26.339115,31.737624,EG,HMB
28102,Sharm El Sheikh International Airport,27.977272,34.394717,EG,SSH
28103,Aswan International Airport,23.968137,32.824445,EG,ASW
28105,Sphinx International Airport,30.108078,30.889252,EG,SPX
28106,Taba International Airport,29.594496,34.775752,EG,TCP
28111,Asmara International Airport,15.2918997,38.9107018,ER,ASM
28114,Massawa International Airport,15.6700001,39.3700981,ER,MSW
28115,Assab International Airport,13.0718002,42.6450005,ER,ASA
28152,Huai'an Lianshui International Airport,33.790833,119.125,CN,HIA
28154,Juba International Airport,4.87201,31.601101,SS,JUB
28257,Amboseli Airport,-2.64505,37.2531013,KE,ASV
28263,Eldoret International Airport,0.404458,35.2388992,KE,EDL
28273,Jomo Kenyatta International Airport,-1.31924,36.9277992,KE,NBO
28277,Kisumu Airport,-0.086139,34.7289009,KE,KIS
28281,Kitale Airport,0.971989,34.9585991,KE,KTL
28284,Lokichoggio Airport,4.2041202,34.3482018,KE,LKG
28285,Lodwar Airport,3.1219699,35.6086998,KE,LOK
28287,Manda Airport,-2.252431,40.912892,KE,LAU
28294,Malindi Airport,-3.22931,40.1016998,KE,MYD
28296,Moi International Airport,-4.03483,39.5942,KE,MBA
28298,Mara Serena Lodge Airstrip,-1.406111,35.008057,KE,MRE
28306,Nairobi Wilson Airport,-1.32172,36.8148003,KE,WIL
28307,Nanyuki Airport,-0.062399,37.041008,KE,NYK
28315,Wajir Airport,1.73324,40.091599,KE,WJR
28344,Sirt International Airport / Ghardabiya Airbase,31.063499,16.594999,LY,SRX
28346,Ghat Airport,25.1455994,10.1426001,LY,GHT
28347,Kufra Airport,24.1786995,23.3139992,LY,AKF
28348,Benina International Airport,32.096802,20.269501,LY,BEN
28349,Mitiga International Airport,32.89177,13.287878,LY,MJI
28350,Al Abraq International Airport,32.7887,21.9643,LY,LAQ
28351,Sabha Airport,26.992452,14.466162,LY,SEB
28353,Marsa al Brega Airport,30.378099,19.576401,LY,LMQ
28360,Ghadames East Airport,30.1516991,9.7153101,LY,LTD
28408,Gisenyi Airport,-1.6772,29.2588997,RW,GYI
28412,Kigali International Airport,-1.96863,30.1395,RW,KGL
28414,Kamembe Airport,-2.46224,28.9078999,RW,KME
28423,Dongola Airport,19.1539001,30.4300995,SD,DOG
28426,El Fasher Airport,13.6148996,25.3246002,SD,ELF
28433,Kassala Airport,15.3874998,36.3288002,SD,KSL
28442,Merowe Airport,18.443333,31.843333,SD,MWE
28447,Nyala Airport,12.0535,24.9562,SD,UYL
28449,El-Obeid Airport,13.1532,30.2327,SD,EBD
28452,Port Sudan New International Airport,19.4335995,37.2341003,SD,PZU
28456,Khartoum International Airport,15.5895,32.5532,SD,KRT
28457,Malakal Airport,9.55897,31.652201,SS,MAK
28464,Wau Airport,7.72583,27.975,SS,WUU
28485,Arusha Airport,-3.36779,36.6333008,TZ,ARK
28490,Julius Nyerere International Airport,-6.87811,39.202599,TZ,DAR
28491,Dodoma Airport,-6.17044,35.752602,TZ,DOD
28493,Songwe Airport,-8.919942,33.273981,TZ,MBI
28494,Iringa Airport,-7.6686301,35.7521019,TZ,IRI
28500,Kilimanjaro International Airport,-3.42941,37.074501,TZ,JRO
28508,Lake Manyara Airport,-3.3763101,35.8182983,TZ,LKY
28521,Mtwara Airport,-10.336204,40.181997,TZ,MYW
28523,Mwanza Airport,-2.44449,32.9327011,TZ,MWZ
28530,Pemba Airport,-5.25726,39.811401,TZ,PMA
28539,Tanga Airport,-5.09236,39.071201,TZ,TGT
28546,Abeid Amani Karume International Airport,-6.22202,39.224899,TZ,ZNZ
28615,Arua Airport,3.049152,30.911714,UG,RUA
28617,Entebbe International Airport,0.042386,32.443501,UG,EBB
28619,Gulu Airport,2.8055601,32.271801,UG,ULU
28636,Soroti Airport,1.72769,33.6227989,UG,SRT
28642,Chengdu Huaizhou Airport,30.677339,104.529397,CN,HZU
28765,Indigo Bay Lodge Airport,-21.708,35.452801,MZ,IBL
29041,Sangia Nibandera Airport,-4.338158,121.524047,ID,KXB
29088,Bilogai-Sugapa Airport,-3.739503,137.031183,ID,UGU
29757,Mopa International Airport,15.744257,73.860625,IN,GOX
29788,Itanagar Donyi Polo Hollongi Airport,26.96683,93.638792,IN,HGI
30276,New Ishigaki Airport,24.396389,124.245,JP,ISG
31013,Jiagedaqi Airport,50.371389,124.1175,CN,JGD
31016,Qianjiang Wulingshan Airport,29.5133333,108.8311111,CN,JIQ
31017,Jericoacoara - Comandante Ariston Pessoa Regional Airport,-2.906425,-40.357338,BR,JJD
31041,Jinzhou Bay Airport,40.936032,121.277114,CN,JNZ
35005,Boulder City Municipal Airport,35.947498,-114.861,US,BLD
35026,Mesquite International Airport,36.833105,-114.055928,US,MFH
35276,Lehigh Valley International Airport,40.651773,-75.442797,US,ABE
35277,Abilene Regional Airport,32.4113007,-99.6819,US,ABI
35278,Albuquerque International Sunport,35.040199,-106.609001,US,ABQ
35279,Aberdeen Regional Airport,45.4491005,-98.4217987,US,ABR
35280,Southwest Georgia Regional Airport,31.532946,-84.196215,US,ABY
35283,Nantucket Memorial Airport,41.2531014,-70.0602036,US,ACK
35286,Waco Regional Airport,31.6112995,-97.2304993,US,ACT
35287,California Redwood Coast-Humboldt County Airport,40.978101,-124.109,US,ACV
35288,Atlantic City International Airport,39.4575996,-74.5772018,US,ACY
35297,Joint Base Andrews,38.810799,-76.866997,US,ADW
35302,Alexandria International Airport,31.3274,-92.549797,US,AEX
35310,Perot Field/Fort Worth Alliance Airport,32.99044,-97.31947,US,AFW
35311,Allegheny County Airport,40.354401,-79.930199,US,AGC
35314,Augusta Regional At Bush Field,33.3699,-81.9645,US,AGS
35318,Athens Ben Epps Airport,33.9486008,-83.3263016,US,AHN
35338,Akron Executive Airport,41.037498,-81.466904,US,AKC
35339,Albany International Airport,42.7482986,-73.8016968,US,ALB
35340,Alice International Airport,27.7409,-98.026901,US,ALI
35341,Alamogordo White Sands Regional Airport,32.84051,-105.98794,US,ALM
35342,St Louis Regional Airport,38.8903008,-90.0459976,US,ALN
35343,Waterloo Regional Airport,42.5570984,-92.4002991,US,ALO
35344,San Luis Valley Regional Airport/Bergman Field,37.434898,-105.866997,US,ALS
35345,Walla Walla Regional Airport,46.0948982,-118.288002,US,ALW
35347,Rick Husband Amarillo International Airport,35.219398,-101.706001,US,AMA
35352,Anniston Regional Airport,33.5882,-85.8581,US,ANB
35353,Anderson Regional Airport,34.4945984,-82.7093964,US,AND
35363,Altoona Blair County Airport,40.296398,-78.32,US,AOO
35365,Centennial Airport,39.5700989,-104.848999,US,APA
35367,Naples Municipal Airport,26.1525993,-81.7752991,US,APF
35368,Phillips Army Air Field,39.466202,-76.1688,US,APG
35370,Alpena County Regional Airport,45.0780983,-83.5603027,US,APN
35380,Acadiana Regional Airport,30.0378,-91.883904,US,ARA
35385,Watertown International Airport,43.991901,-76.021698,US,ART
35389,Aspen-Pitkin County Airport (Sardy Field),39.223202,-106.869003,US,ASE
35395,Astoria Regional Airport,46.1580009,-123.8789978,US,AST
35400,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,US,ATL
35403,Watertown Regional Airport,44.9140015,-97.1547012,US,ATY
35404,Augusta State Airport,44.3205986,-69.7973022,US,AUG
35409,Austin Bergstrom International Airport,30.197535,-97.662015,US,AUS
35410,Wausau Downtown Airport,44.9262009,-89.6266022,US,AUW
35413,Asheville Regional Airport,35.436199,-82.541801,US,AVL
35415,Wilkes Barre Scranton International Airport,41.338501,-75.7233963,US,AVP
35423,Chandler Field,45.866299,-95.394699,US,AXN
35433,Kalamazoo Battle Creek International Airport,42.2349014,-85.5521011,US,AZO
35437,Beale Air Force Base,39.136101,-121.436996,US,BAB
35438,Barksdale Air Force Base,32.501801,-93.662697,US,BAD
35439,Westfield-Barnes Regional Airport,42.157799,-72.715599,US,BAF
35440,Columbus Municipal Airport,39.262386,-85.895576,US,CLU
35445,Curtis Field,31.1793003,-99.3238983,US,BBD
35450,Bryce Canyon Airport,37.7064018,-112.1449966,US,BCE
35453,Baudette International Airport,48.7284012,-94.6121979,US,BDE
35456,Bradley International Airport,41.93851,-72.688066,US,BDL
35459,Igor I Sikorsky Memorial Airport,41.1635017,-73.1261978,US,BDR
35465,Laurence G Hanscom Field,42.470001,-71.289001,US,BED
35468,Bradford Regional Airport,41.8031006,-78.6400986,US,BFD
35470,Western Neb. Rgnl/William B. Heilig Airport,41.8740006,-103.5960007,US,BFF
35471,Boeing Field King County International Airport,47.529999,-122.302002,US,BFI
35473,Meadows Field,35.433601,-119.056999,US,BFL
35474,Mobile Downtown Airport,30.6268005,-88.0681,US,BFM
35480,Greater Binghamton/Edwin A Link field,42.2086983,-75.9797974,US,BGM
35481,Bangor International Airport,44.8074,-68.828102,US,BGR
35483,Hancock County-Bar Harbor Airport,44.4500008,-68.3615036,US,BHB
35486,Birmingham-Shuttlesworth International Airport,33.562901,-86.753502,US,BHM
35489,Biggs Army Air Field (Fort Bliss),31.8495007,-106.3799973,US,BIF
35490,Eastern Sierra Regional Airport,37.3731003,-118.3639984,US,BIH
35492,Billings Logan International Airport,45.807701,-108.542999,US,BIL
35493,Bismarck Municipal Airport,46.7727013,-100.7460022,US,BIS
35495,Keesler Air Force Base,30.4104004,-88.9244003,US,BIX
35496,Rocky Mountain Metropolitan Airport,39.908798,-105.116997,US,BJC
35497,Bemidji Regional Airport,47.5093994,-94.9337006,US,BJI
35500,Baker City Municipal Airport,44.8372993,-117.8089981,US,BKE
35501,Buckley Space Force Base,39.701698,-104.751999,US,BFK
35502,Burke Lakefront Airport,41.5175018,-81.6832962,US,BKL
35507,Raleigh County Memorial Airport,37.7873001,-81.1241989,US,BKW
35509,Mercer County Airport,37.295799,-81.207703,US,BLF
35510,Blythe Airport,33.6192017,-114.7170029,US,BLH
35511,Bellingham International Airport,48.7928009,-122.538002,US,BLI
35514,Scott AFB/Midamerica Airport,38.5452,-89.835197,US,BLV
35517,Monroe County Airport,39.1459999,-86.6166992,US,BMG
35518,Central Illinois Regional Airport at Bloomington-Normal,40.4771,-88.915901,US,BMI
35522,Nashville International Airport,36.1245003,-86.6781998,US,BNA
35525,Burns Municipal Airport,43.590463,-118.955154,US,BNO
35527,Boise Air Terminal/Gowen Field,43.5644,-116.223,US,BOI
35528,Logan International Airport,42.3643,-71.005203,US,BOS
35531,Miley Memorial Field,42.5850983,-110.1110001,US,BPI
35532,Ozark Regional Airport,36.3689003,-92.4704971,US,WMH
35534,Jack Brooks Regional Airport,29.9508,-94.020699,US,BPT
35535,Brunswick Golden Isles Airport,31.2588005,-81.4664993,US,BQK
35538,Brainerd Lakes Regional Airport,46.402861,-94.129727,US,BRD
35539,Southeast Iowa Regional Airport,40.7831993,-91.1255035,US,BRL
35540,Brownsville South Padre Island International Airport,25.9067993,-97.4259033,US,BRO
35546,Battle Creek Executive Airport at Kellogg Field,42.307301,-85.251503,US,BTL
35547,Bert Mooney Airport,45.9547997,-112.4970016,US,BTM
35550,Baton Rouge Metropolitan Airport,30.533199,-91.149597,US,BTR
35551,Burlington International Airport,44.471901,-73.153297,US,BTV
35554,Buffalo Niagara International Airport,42.9404984,-78.7322006,US,BUF
35556,Bob Hope Airport,34.197703,-118.356378,US,BUR
35559,Beaver County Airport,40.772499,-80.391403,US,BFP
35564,Beverly Regional Airport,42.584202,-70.916496,US,BVY
35567,Bowling Green Warren County Regional Airport,36.9645004,-86.4197006,US,BWG
35568,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,US,BWI
35575,Arkansas International Airport,35.9642982,-89.9440002,US,BYH
35576,Burley Municipal Airport,42.5425987,-113.7720032,US,BYI
35577,Bicycle Lake Army Air Field,35.2804985,-116.6299973,US,BYS
35579,Gallatin Field,45.7775002,-111.1529999,US,BZN
35608,Columbia Metropolitan Airport,33.938801,-81.119499,US,CAE
35610,Akron Canton Regional Airport,40.9160995,-81.4421997,US,CAK
35612,Caribou Municipal Airport,46.871498,-68.017899,US,CAR
35618,Columbus Air Force Base,33.643799,-88.443802,US,CBM
35624,Northeast Iowa Regional Airport,43.0726013,-92.6108017,US,CCY
35626,Cedar City Regional Airport,37.7010002,-113.098999,US,CDC
35630,Chadron Municipal Airport,42.8376007,-103.0950012,US,CDR
35631,Childress Municipal Airport,34.4337997,-100.288002,US,CDS
35634,Jack Mc Namara Field Airport,41.780201,-124.2369995,US,CEC
35635,Westover Metropolitan Airport / Westover Air Reserve Base,42.194,-72.534798,US,CEF
35639,Bob Sikes Airport,30.7787991,-86.5221024,US,CEW
35651,Cuyahoga County Airport,41.5651016,-81.4863968,US,CGF
35652,Cape Girardeau Regional Airport,37.2253,-89.570801,US,CGI
35656,Chattanooga Metropolitan Airport (Lovell Field),35.035301,-85.203796,US,CHA
35661,Charlottesville Albemarle Airport,38.1385994,-78.4529037,US,CHO
35663,Charleston International Airport,32.898602,-80.040497,US,CHS
35667,The Eastern Iowa Airport,41.884701,-91.7108,US,CID
35671,Chippewa County International Airport,46.2508011,-84.4723969,US,CIU
35674,North Central West Virginia Airport,39.2966,-80.228104,US,CKB
35684,Cleveland Hopkins International Airport,41.4117012,-81.8498001,US,CLE
35687,Easterwood Field,30.5886002,-96.3638,US,CLL
35688,William R Fairchild International Airport,48.1202011,-123.5,US,CLM
35691,Charlotte Douglas International Airport,35.2140007,-80.9431,US,CLT
35695,John Glenn Columbus International Airport,39.998001,-82.891899,US,CMH
35696,University of Illinois Willard Airport,40.039819,-88.276249,US,CMI
35698,Houghton County Memorial Airport,47.1683998,-88.4890976,US,CMX
35705,Cavern City Air Terminal,32.3375015,-104.2630005,US,CNM
35708,Chanute Martin Johnson Airport,37.668173,-95.486727,US,CNU
35711,Yellowstone Regional Airport,44.520199,-109.024002,US,COD
35712,Coeur D'Alene - Pappy Boyington Field,47.7742996,-116.8199997,US,COE
35713,Patrick Space Force Base,28.2349,-80.6101,US,COF
35716,Concord Municipal Airport,43.2027016,-71.5022964,US,CON
35718,City of Colorado Springs Municipal Airport,38.805801,-104.700996,US,COS
35720,Columbia Regional Airport,38.8181,-92.219597,US,COU
35725,Casper-Natrona County International Airport,42.908001,-106.463997,US,CPR
35736,Grand Strand Airport,33.8116989,-78.7238998,US,CRE
35737,Jacksonville Executive at Craig Airport,30.3362999,-81.5143967,US,CRG
35739,Corpus Christi International Airport,27.770399,-97.501198,US,CRP
35740,McClellan-Palomar Airport,33.1283,-117.279999,US,CLD
35743,Yeager Airport,38.3731,-81.593201,US,CRW
35747,Columbus Metropolitan Airport,32.5163002,-84.9389038,US,CSG
35750,Crossville Memorial Whitson Field,35.9513016,-85.0849991,US,CSV
35752,Cut Bank International Airport,48.608657,-112.378183,US,CTB
35757,Jim Hamilton L.B. Owens Airport,33.9705009,-80.9952011,US,CUB
35762,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,US,CVG
35765,Corvallis Municipal Airport,44.4972,-123.2900009,US,CVO
35766,Cannon Air Force Base,34.382801,-103.321999,US,CVS
35768,Central Wisconsin Airport,44.7775993,-89.6668015,US,CWA
35777,Conroe-North Houston Regional Airport,30.351801,-95.414497,US,CXO
35783,Cheyenne Regional Jerry Olson Field,41.155701,-104.811997,US,CYS
35817,Davison Army Air Field,38.7150002,-77.1809998,US,DAA
35818,Daytona Beach International Airport,29.179899,-81.058098,US,DAB
35820,Barstow Daggett Airport,34.8536987,-116.7870026,US,DAG
35821,Dallas Love Field,32.847099,-96.851799,US,DAL
35822,Danville Regional Airport,36.572899,-79.336098,US,DAN
35824,James M Cox Dayton International Airport,39.902401,-84.219398,US,DAY
35826,Dubuque Regional Airport,42.402,-90.709503,US,DBQ
35827,Ronald Reagan Washington National Airport,38.8521,-77.037697,US,DCA
35831,Dodge City Regional Airport,37.763401,-99.9655991,US,DDC
35833,Decatur Airport,39.8345985,-88.8656998,US,DEC
35836,Denver International Airport,39.8616982,-104.6729965,US,DEN
35838,Coleman A. Young Municipal Airport,42.4091988,-83.009903,US,DET
35841,Dallas Fort Worth International Airport,32.896801,-97.038002,US,DFW
35844,Dothan Regional Airport,31.3213005,-85.4496002,US,DHN
35845,Dalhart Municipal Airport,36.0225983,-102.5469971,US,DHT
35847,Dickinson Theodore Roosevelt Regional Airport,46.7974014,-102.802002,US,DIK
35853,Laughlin Air Force Base,29.359501,-100.778002,US,DLF
35854,Duluth International Airport,46.842098,-92.193604,US,DLH
35858,Columbia Gorge Regional Airport,45.620979,-121.170777,US,DLS
35860,Davis Monthan Air Force Base,32.1665001,-110.8830032,US,DMA
35861,Deming Municipal Airport,32.2622986,-107.7210007,US,DMN
35864,Daniel Field,33.4664993,-82.0393982,US,DNL
35868,Dover Air Force Base,39.129501,-75.466003,US,DOV
35870,Dupage Airport,41.9077988,-88.2485962,US,DPA
35875,Desert Rock Airport,36.6194,-116.032997,US,DRA
35876,Beauregard Regional Airport,30.831699,-93.339897,US,DRI
35880,Del Rio International Airport,29.3742008,-100.927002,US,DRT
35882,Des Moines International Airport,41.534,-93.663101,US,DSM
35889,Detroit Metropolitan Wayne County Airport,42.2123985,-83.3534012,US,DTW
35892,Bisbee Douglas International Airport,31.4689999,-109.6039963,US,DUG
35894,DuBois Regional Airport,41.178299,-78.8986969,US,DUJ
35915,Dyess Air Force Base,32.420799,-99.854599,US,DYS
36269,Kearney Regional Airport,40.727001,-99.006798,US,EAR
36270,Pangborn Memorial Airport,47.3988991,-120.2070007,US,EAT
36271,Chippewa Valley Regional Airport,44.865799,-91.4842987,US,EAU
36277,Elizabeth City Regional Airport & Coast Guard Air Station,36.260601,-76.174599,US,ECG
36278,Northwest Florida Beaches International Airport,30.357106,-85.795414,US,ECP
36287,Edwards Air Force Base,34.905399,-117.884003,US,EDW
36289,Needles Airport,34.7663002,-114.6230011,US,EED
36290,Dillant Hopkins Airport,42.898399,-72.270798,US,EEN
36294,Ellington Airport,29.6072998,-95.1587982,US,EFD
36299,Eagle County Regional Airport,39.642601,-106.9179993,US,EGE
36300,Duke Field,30.6504002,-86.5229034,US,EGI
36311,Murray Field,40.8033981,-124.112999,US,EKA
36313,Elkins-Randolph County Regional Airport,38.889759,-79.857651,US,EKN
36314,Elko Regional Airport,40.8249016,-115.7919998,US,EKO
36320,South Arkansas Regional Airport at Goodwin Field,33.221001,-92.813301,US,ELD
36322,Elmira Corning Regional Airport,42.1599007,-76.8916016,US,ELM
36324,Ely Municipal Airport,47.824501,-91.8307037,US,LYU
36325,El Paso International Airport,31.8071995,-106.3779984,US,ELP
36326,Ely Airport Yelland Field,39.2997017,-114.8420029,US,ELY
36332,Vance Air Force Base,36.339199,-97.916496,US,END
36334,Wendover Airport,40.7187004,-114.0309982,US,ENV
36335,Kenosha Regional Airport,42.5956993,-87.927803,US,ENW
36344,Erie International Tom Ridge Field,42.083127,-80.173867,US,ERI
36349,Esler Army Airfield / Esler Regional Airport,31.394266,-92.294082,US,ESF
36358,Mahlon Sweet Field,44.1245995,-123.211998,US,EUG
36363,Evansville Regional Airport,38.0369987,-87.532402,US,EVV
36364,Evanston-Uinta County Airport-Burns Field,41.2747994,-111.0350037,US,EVW
36366,New Bedford Regional Airport,41.6761017,-70.9569016,US,EWB
36368,Coastal Carolina Regional Airport,35.0730019,-77.0429001,US,EWN
36369,Newark Liberty International Airport,40.692501,-74.168701,US,EWR
36375,Key West International Airport,24.556101,-81.759598,US,EYW
36430,Felker Army Air Field,37.1325,-76.608803,US,FAF
36432,Hector International Airport,46.9207001,-96.8158035,US,FAR
36433,Fresno Yosemite International Airport,36.776199,-119.718002,US,FAT
36434,Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302,US,FAY
36435,Simmons Army Air Field,35.1318016,-78.9366989,US,FBG
36442,Butts AAF (Fort Carson) Air Field,38.6783981,-104.7570038,US,FCS
36448,Findlay Airport,41.0135002,-83.6687012,US,FDY
36456,Wright-Patterson Air Force Base,39.826099,-84.048302,US,FFO
36463,Sierra Vista Municipal Airport / Libby Army Air Field,31.587383,-110.348225,US,FHU
36467,Venango Regional Airport,41.3778992,-79.8603973,US,FKL
36472,Flagstaff Pulliam International Airport,35.1385,-111.670998,US,FLG
36473,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,US,FLL
36474,Florence Regional Airport,34.1853981,-79.7238998,US,FLO
36480,Tipton Airport,39.0853996,-76.7593994,US,FME
36483,Four Corners Regional Airport,36.741199,-108.230003,US,FMN
36484,Page Field,26.5865994,-81.8632965,US,FMY
36488,Bishop International Airport,42.9654007,-83.7435989,US,FNT
36490,Fort Dodge Regional Airport,42.5514984,-94.1925964,US,FOD
36491,Topeka Regional Airport,38.950901,-95.663597,US,FOE
36497,St Lucie County International Airport,27.4951,-80.3683014,US,FPR
36499,Republic Airport,40.7288017,-73.4133987,US,FRG
36501,Marshall Army Air Field,39.053021,-96.764202,US,FRI
36504,Sioux Falls Regional Airport / Joe Foss Field,43.585463,-96.741152,US,FSD
36506,Henry Post Army Air Field (Fort Sill),34.6497994,-98.4021988,US,FSI
36508,Fort Smith Regional Airport,35.336601,-94.367401,US,FSM
36510,Fort Stockton Pecos County Airport,30.9157009,-102.9160004,US,FST
36514,Godman Army Air Field,37.9071007,-85.9720993,US,FTK
36516,Fort Worth Meacham International Airport,32.819801,-97.362396,US,FTW
36517,Fulton County Airport Brown Field,33.7790985,-84.5214005,US,FTY
36521,Fort Wayne International Airport,40.9785,-85.195099,US,FWA
36526,Fort Lauderdale Executive Airport,26.1973,-80.1707001,US,FXE
36531,Drake Field,36.0051003,-94.1700974,US,FYV
36592,Northeast Wyoming Regional Airport,44.3489,-105.539001,US,GCC
36594,Garden City Regional Airport,37.9275017,-100.723999,US,GCK
36596,Grand Canyon National Park Airport,35.9524,-112.147003,US,GCN
36602,Dawson Community Airport,47.1386986,-104.8069992,US,GDV
36605,Spokane International Airport,47.6199,-117.533997,US,GEG
36612,Grand Forks International Airport,47.949299,-97.176102,US,GFK
36613,Floyd Bennett Memorial Airport,43.3412018,-73.6102982,US,GFL
36617,East Texas Regional Airport,32.3839989,-94.7115021,US,GGG
36620,Wokal Field/Glasgow-Valley County Airport,48.212502,-106.614998,US,GGW
36625,Grand Junction Regional Airport,39.126663,-108.529387,US,GJT
36629,Goodland Municipal Airport,39.370701,-101.699753,US,GLD
36631,Mid Delta Regional Airport,33.4828987,-90.9856033,US,GLH
36633,Scholes International At Galveston Airport,29.2653008,-94.8603973,US,GLS
36637,Greenville Downtown Airport,34.847903,-82.350217,US,GMU
36643,Gainesville Regional Airport,29.6900997,-82.2717972,US,GNV
36645,Groton New London Airport,41.330101,-72.045097,US,GON
36650,Glacier Park International Airport,48.3105011,-114.2559967,US,FCA
36652,Gulfport Biloxi International Airport,30.407301,-89.070099,US,GPT
36655,Austin Straubel International Airport,44.483459,-88.130805,US,GRB
36658,Gray Army Air Field,47.0792007,-122.5810013,US,GRF
36659,Central Nebraska Regional Airport,40.9674988,-98.3096008,US,GRI
